index,name,n_atoms,DFT_energy_pa,M3G_energy_pa,energy_residual,energy_MAE,force_MAE,force_RMSE,force_max_err,stress_MAE,stress_RMSE,stress_normal_MAE,stress_normal_RMSE,stress_res_xx,stress_res_yy,stress_res_zz,stress_res_yz,stress_res_xz,stress_res_xy
3963,structure_4566.xyz,66,-8.597608083787879,-8.594938335996686,0.002669747791193444,0.002669747791193444,0.07421437137339246,0.09689824052838271,0.30359355895780027,0.0011100494336536333,0.0020881184408835106,0.0020945981183710196,0.002945991721078607,0.0006120544276200235,0.005024211131967604,-0.0006475287955254316,1.3693072560272412e-06,-0.0003525904692196491,2.2542470333064557e-05
3964,structure_4567.xyz,69,-8.590021171304347,-8.59910694067029,-0.009085769365942298,0.009085769365942298,0.10888518898024555,0.14865193239864924,0.6782644526101649,0.0063019172513728945,0.008863483966305371,0.01223386848384204,0.012528000273409988,0.00986861134879291,0.016010537947295234,0.010822456155437976,0.000424324105551932,0.00011844481923617423,-0.0005671291319231386
3965,structure_4568.xyz,66,-8.597615708181818,-8.594928163470644,0.002687544711173828,0.002687544711173828,0.07434392554524961,0.09710153517807181,0.3035705653601326,0.0010842183563113394,0.0020362405900971187,0.002050264379552876,0.0028728040855198235,0.00042206980288028717,0.004885714122792706,-0.0008430092129856348,1.5394539332191925e-06,-0.00034433626228747016,8.641282988719468e-06
3966,structure_4569.xyz,69,-8.590108277391305,-8.599195397418478,-0.009087120027173157,0.009087120027173157,0.10969152571784074,0.14890647026519765,0.6785894371569157,0.0061466073942331905,0.00855672667146052,0.01180100163522487,0.012085986346409424,0.009596405521733686,0.015465711941942573,0.010340887441998348,0.0006418631674023345,1.0070070857182145e-05,-0.0008247062214650214
3967,structure_457.xyz,69,-8.585949395652175,-8.591411203577898,-0.00546180792572315,0.00546180792572315,0.10287895882122056,0.1546768559409641,0.9081346150487661,0.009146662355116556,0.012525685071193237,0.017349795438349247,0.017667408717667758,0.01549311785493046,0.022032791981473565,0.014523476478643715,0.000719202642358141,-0.002104143946780823,-7.241226512633148e-06
3968,structure_4570.xyz,67,-8.566892580597015,-8.577751501282648,-0.010858920685633322,0.010858920685633322,0.1343362467909065,0.17272753809887278,0.46470050513744354,0.0053933706059581255,0.0074655151810158705,0.01016854556898276,0.010511597200334809,0.007643774151802063,0.013851815834641457,0.00901004672050476,0.001706168443831757,5.921558476984501e-05,-8.920290019887034e-05
3969,structure_4571.xyz,70,-8.543556848714285,-8.567049734933036,-0.023492886218750897,0.023492886218750897,0.16519446907862706,0.2098169345027973,0.4789448082447052,0.012082996077879216,0.015697908425679637,0.02123893052339554,0.02196101958221532,0.014068666845560074,0.02769317477941513,0.02195494994521141,0.0033444734872318804,-0.004409865679917857,0.001026845729938941
3970,structure_4572.xyz,69,-8.590108513043479,-8.599197166553441,-0.009088653509962796,0.009088653509962796,0.10980741083198954,0.14891146502707037,0.6790170110762119,0.006500173146681239,0.009021776794580742,0.012479386175982654,0.012743168624629262,0.010299151530489326,0.016102255671285093,0.011036751326173544,0.0006658354395767674,3.3782911486923695e-05,-0.0008632620010757819
3971,structure_4573.xyz,66,-8.597615558333333,-8.594930013020834,0.0026855453124987605,0.0026855453124987605,0.07432893043711153,0.09707156132371013,0.303621542872861,0.0010884854671076027,0.002044464103059288,0.0020579152357337684,0.0028844105797115266,0.0004502884185058065,0.00490840055863373,-0.0008150567300617695,1.112615109377657e-06,-0.00034556678883745917,1.0487691497473861e-05
3972,structure_4574.xyz,69,-8.582275249710145,-8.5850927380548,-0.002817488344655672,0.002817488344655672,0.10318342276873563,0.15225157027128708,0.8279395401477814,0.009881415234607024,0.013761224099098792,0.01883981586433947,0.01942653113820706,0.014341328525915742,0.025390208698809147,0.016787910368293524,0.0018293119792360812,0.00010280613787472248,0.0008369256975129247
3973,structure_4575.xyz,69,-8.590159422898552,-8.599015830219656,-0.008856407321104598,0.008856407321104598,0.10918427531420172,0.14823461449947434,0.6803469294682145,0.006224533606655314,0.008464601150757381,0.011675369964602092,0.011943564779848337,0.00973610405344516,0.015229794895276427,0.010060210945084691,0.000994396563328337,-0.0004611937911249697,-0.0008655013916722964
3974,structure_4576.xyz,66,-8.59762311939394,-8.594980875651041,0.0026422437428994527,0.0026422437428994527,0.0749217383298387,0.09772304011612971,0.3034160563838668,0.001067745909892892,0.0020039490476822016,0.002019002464900647,0.002827204863005957,0.00044728212742484175,0.004810441343579441,-0.0007992839236976579,1.5550632497252082e-06,-0.0003399151635221642,-7.997837883522152e-06
3975,structure_4577.xyz,69,-8.590160059855073,-8.598987524060236,-0.008827464205163338,0.008827464205163338,0.10903006537676442,0.1480933514451849,0.6811853479593992,0.005851867520656621,0.007970992445458229,0.010940590330089131,0.01124342566374727,0.008893585298210382,0.014597433619201183,0.00933075207285583,0.0010201551440331968,-0.0003794823569478467,-0.0008897966326912865
