source,source_idx,reason
large_file,410,rejected_by_BondFilter_min_interatomic_distance
large_file,411,rejected_by_BondFilter_min_interatomic_distance
large_file,412,rejected_by_BondFilter_min_interatomic_distance
large_file,413,rejected_by_BondFilter_min_interatomic_distance
large_file,414,rejected_by_BondFilter_min_interatomic_distance
large_file,415,rejected_by_BondFilter_min_interatomic_distance
large_file,416,rejected_by_BondFilter_min_interatomic_distance
large_file,417,rejected_by_BondFilter_min_interatomic_distance
large_file,418,rejected_by_BondFilter_min_interatomic_distance
large_file,419,rejected_by_BondFilter_min_interatomic_distance
large_file,420,rejected_by_BondFilter_min_interatomic_distance
large_file,421,rejected_by_BondFilter_min_interatomic_distance
large_file,422,rejected_by_BondFilter_min_interatomic_distance
large_file,423,rejected_by_BondFilter_min_interatomic_distance
large_file,424,rejected_by_BondFilter_min_interatomic_distance
large_file,425,rejected_by_BondFilter_min_interatomic_distance
large_file,426,rejected_by_BondFilter_min_interatomic_distance
large_file,427,rejected_by_BondFilter_min_interatomic_distance
large_file,428,rejected_by_BondFilter_min_interatomic_distance
large_file,429,rejected_by_BondFilter_min_interatomic_distance
large_file,430,rejected_by_BondFilter_min_interatomic_distance
large_file,431,rejected_by_BondFilter_min_interatomic_distance
large_file,432,rejected_by_BondFilter_min_interatomic_distance
large_file,433,rejected_by_BondFilter_min_interatomic_distance
large_file,434,rejected_by_BondFilter_min_interatomic_distance
large_file,435,rejected_by_BondFilter_min_interatomic_distance
large_file,436,rejected_by_BondFilter_min_interatomic_distance
large_file,437,rejected_by_BondFilter_min_interatomic_distance
large_file,438,rejected_by_BondFilter_min_interatomic_distance
large_file,439,rejected_by_BondFilter_min_interatomic_distance
large_file,440,rejected_by_BondFilter_min_interatomic_distance
large_file,441,rejected_by_BondFilter_min_interatomic_distance
large_file,442,rejected_by_BondFilter_min_interatomic_distance
large_file,443,rejected_by_BondFilter_min_interatomic_distance
large_file,444,rejected_by_BondFilter_min_interatomic_distance
large_file,445,rejected_by_BondFilter_min_interatomic_distance
large_file,446,rejected_by_BondFilter_min_interatomic_distance
large_file,447,rejected_by_BondFilter_min_interatomic_distance
large_file,448,rejected_by_BondFilter_min_interatomic_distance
large_file,449,rejected_by_BondFilter_min_interatomic_distance
large_file,450,rejected_by_BondFilter_min_interatomic_distance
large_file,451,rejected_by_BondFilter_min_interatomic_distance
large_file,452,rejected_by_BondFilter_min_interatomic_distance
large_file,453,rejected_by_BondFilter_min_interatomic_distance
large_file,454,rejected_by_BondFilter_min_interatomic_distance
large_file,455,rejected_by_BondFilter_min_interatomic_distance
large_file,456,rejected_by_BondFilter_min_interatomic_distance
large_file,457,rejected_by_BondFilter_min_interatomic_distance
large_file,458,rejected_by_BondFilter_min_interatomic_distance
large_file,459,rejected_by_BondFilter_min_interatomic_distance
large_file,460,rejected_by_BondFilter_min_interatomic_distance
large_file,461,rejected_by_BondFilter_min_interatomic_distance
large_file,462,rejected_by_BondFilter_min_interatomic_distance
large_file,463,rejected_by_BondFilter_min_interatomic_distance
large_file,464,rejected_by_BondFilter_min_interatomic_distance
large_file,465,rejected_by_BondFilter_min_interatomic_distance
large_file,466,rejected_by_BondFilter_min_interatomic_distance
large_file,467,rejected_by_BondFilter_min_interatomic_distance
large_file,468,rejected_by_BondFilter_min_interatomic_distance
large_file,469,rejected_by_BondFilter_min_interatomic_distance
large_file,470,rejected_by_BondFilter_min_interatomic_distance
large_file,471,rejected_by_BondFilter_min_interatomic_distance
large_file,472,rejected_by_BondFilter_min_interatomic_distance
large_file,473,rejected_by_BondFilter_min_interatomic_distance
large_file,474,rejected_by_BondFilter_min_interatomic_distance
large_file,475,rejected_by_BondFilter_min_interatomic_distance
large_file,476,rejected_by_BondFilter_min_interatomic_distance
large_file,477,rejected_by_BondFilter_min_interatomic_distance
large_file,478,rejected_by_BondFilter_min_interatomic_distance
large_file,479,rejected_by_BondFilter_min_interatomic_distance
large_file,480,rejected_by_BondFilter_min_interatomic_distance
large_file,481,rejected_by_BondFilter_min_interatomic_distance
large_file,482,rejected_by_BondFilter_min_interatomic_distance
large_file,483,rejected_by_BondFilter_min_interatomic_distance
large_file,484,rejected_by_BondFilter_min_interatomic_distance
large_file,485,rejected_by_BondFilter_min_interatomic_distance
large_file,486,rejected_by_BondFilter_min_interatomic_distance
large_file,487,rejected_by_BondFilter_min_interatomic_distance
large_file,488,rejected_by_BondFilter_min_interatomic_distance
large_file,489,rejected_by_BondFilter_min_interatomic_distance
large_file,490,rejected_by_BondFilter_min_interatomic_distance
large_file,491,rejected_by_BondFilter_min_interatomic_distance
large_file,492,rejected_by_BondFilter_min_interatomic_distance
large_file,493,rejected_by_BondFilter_min_interatomic_distance
large_file,494,rejected_by_BondFilter_min_interatomic_distance
large_file,495,rejected_by_BondFilter_min_interatomic_distance
large_file,496,rejected_by_BondFilter_min_interatomic_distance
